time, ACC_X, ACC_Y, ACC_Z, B_X, B_Y, B_Z, EULER_X, EULER_Y, EULER_Z, GYRO_X, GYRO_Y, GYRO_Z
'2021-05-09 23:16:25 758',-0.134,-1.002,-0.111,-0.384,0.309,0.201,-96.41,-7.5,159.69,0.092,-0.053,0.085
'2021-05-09 23:16:25 690',-0.132,-1.004,-0.11,-0.388,0.315,0.201,-96.4,-7.64,159.62,0.049,0.028,0.056
'2021-05-09 23:16:25 651',-0.133,-1.002,-0.111,-0.391,0.314,0.198,-96.44,-7.39,159.63,0.061,0.168,-0.041
'2021-05-09 23:16:25 608',-0.134,-1.001,-0.112,-0.385,0.309,0.195,-96.42,-7.39,159.84,0.121,0,0.073
'2021-05-09 23:16:25 527',-0.134,-1.002,-0.111,-0.387,0.303,0.195,-96.35,-7.54,159.48,0.105,-0.004,0.03
'2021-05-09 23:16:25 501',-0.133,-0.999,-0.111,-0.388,0.302,0.2,-96.43,-7.49,159.46,0.032,0.043,0.005
'2021-05-09 23:16:25 442',-0.134,-1.004,-0.113,-0.391,0.308,0.195,-96.42,-7.55,159.57,0.054,-0.06,0.018
'2021-05-09 23:16:25 377',-0.134,-1.002,-0.112,-0.387,0.306,0.2,-96.41,-7.53,159.5,0.056,0.046,-0.033
'2021-05-09 23:16:25 367',-0.135,-1.006,-0.112,-0.387,0.306,0.196,-96.33,-7.56,159.6,0.103,0.156,-0.003
'2021-05-09 23:16:25 292',-0.134,-1.003,-0.114,-0.392,0.306,0.201,-96.43,-7.56,159.64,0.059,0.032,0.035
'2021-05-09 23:16:25 268',-0.136,-1.001,-0.113,-0.382,0.305,0.196,-96.36,-7.55,159.44,0.089,-0.041,0.056
'2021-05-09 23:16:25 217',-0.134,-1.002,-0.113,-0.384,0.311,0.196,-96.36,-7.6,159.48,0.048,0.092,0.035
'2021-05-09 23:16:25 159',-0.135,-1.001,-0.114,-0.388,0.309,0.198,-96.44,-7.53,159.42,0.056,0.061,0.028
'2021-05-09 23:16:25 118',-0.136,-1.001,-0.114,-0.381,0.309,0.191,-96.38,-7.48,159.53,0.097,0.031,-0.036
'2021-05-09 23:16:25 072',-0.133,-1,-0.112,-0.388,0.305,0.195,-96.35,-7.62,159.34,0.082,-0.015,0.045
'2021-05-09 23:16:25 009',-0.134,-0.999,-0.113,-0.384,0.309,0.193,-96.41,-7.53,159.37,0.002,0.061,0.033
'2021-05-09 23:16:24 922',-0.136,-1.004,-0.112,-0.387,0.318,0.198,-96.35,-7.61,159.67,0.082,-0.014,-0.024
'2021-05-09 23:16:24 922',-0.133,-1.002,-0.113,-0.388,0.314,0.201,-96.39,-7.6,159.36,0.114,0.031,-0.028
'2021-05-09 23:16:24 828',-0.134,-1.002,-0.11,-0.384,0.306,0.198,-96.42,-7.6,159.63,0.006,0.072,0.047
'2021-05-09 23:16:24 772',-0.134,-1.004,-0.112,-0.388,0.312,0.195,-96.37,-7.66,159.73,0.118,0.008,0.043
'2021-05-09 23:16:24 750',-0.135,-1.002,-0.112,-0.388,0.312,0.193,-96.37,-7.52,159.5,0.115,-0.024,-0.028
'2021-05-09 23:16:24 678',-0.136,-1.003,-0.112,-0.381,0.311,0.195,-96.33,-7.57,159.6,0.081,0.066,0
'2021-05-09 23:16:24 623',-0.135,-1.001,-0.112,-0.384,0.311,0.196,-96.41,-7.72,159.16,0.061,0.067,0.059
'2021-05-09 23:16:24 600',-0.136,-1.001,-0.112,-0.392,0.312,0.196,-96.46,-7.58,159.53,0.05,0.125,-0.046
'2021-05-09 23:16:24 526',-0.136,-1.002,-0.114,-0.389,0.312,0.2,-96.35,-7.53,158.97,0.069,0.013,0.069
'2021-05-09 23:16:24 473',-0.135,-0.998,-0.113,-0.392,0.314,0.201,-96.43,-7.59,159.03,0.032,0.053,0.071
'2021-05-09 23:16:24 412',-0.135,-1.003,-0.114,-0.387,0.309,0.203,-96.43,-7.42,158.96,0.06,0.017,-0.003
'2021-05-09 23:16:24 376',-0.133,-1.001,-0.114,-0.389,0.305,0.2,-96.36,-7.46,158.95,0.059,0.005,0.109
'2021-05-09 23:16:24 337',-0.134,-1.003,-0.114,-0.384,0.309,0.204,-96.5,-7.49,159.05,0.055,0.018,-0.062
'2021-05-09 23:16:24 262',-0.135,-1.003,-0.114,-0.391,0.309,0.204,-96.42,-7.43,158.98,0.098,0.027,0.01
'2021-05-09 23:16:24 233',-0.137,-1.002,-0.114,-0.382,0.309,0.201,-96.3,-7.84,159.14,0.063,0.101,0.01
'2021-05-09 23:16:24 187',-0.135,-1.001,-0.114,-0.382,0.309,0.204,-96.47,-7.58,159.1,-0.009,-0.056,-0.075
'2021-05-09 23:16:24 139',-0.137,-1.001,-0.113,-0.385,0.311,0.203,-96.21,-7.83,158.98,0.101,0.025,0.08
'2021-05-09 23:16:24 083',-0.137,-1.002,-0.114,-0.389,0.306,0.196,-96.25,-7.88,159.06,0.066,0.026,0.015
'2021-05-09 23:16:24 037',-0.136,-1.003,-0.113,-0.388,0.314,0.196,-96.17,-7.71,159.24,0.023,-0.016,0.076
'2021-05-09 23:16:23 989',-0.136,-1,-0.114,-0.385,0.309,0.201,-96.21,-7.76,158.99,0.096,0.02,-0.003
'2021-05-09 23:16:23 923',-0.135,-1.003,-0.114,-0.388,0.314,0.195,-96.15,-7.49,159.21,0.16,-0.015,0.017
'2021-05-09 23:16:23 887',-0.137,-1.003,-0.114,-0.385,0.311,0.19,-96.1,-7.66,159.26,0.087,0.005,0.119
'2021-05-09 23:16:23 832',-0.135,-1.003,-0.114,-0.387,0.317,0.2,-96.24,-7.66,159.32,0.054,-0.052,0
'2021-05-09 23:16:23 773',-0.137,-1.003,-0.115,-0.389,0.312,0.201,-96.27,-7.49,159.21,0.09,0.026,-0.054
'2021-05-09 23:16:23 724',-0.134,-1,-0.113,-0.391,0.308,0.2,-96.22,-7.75,159.51,0.114,0.066,0.047
'2021-05-09 23:16:23 682',-0.134,-1.001,-0.114,-0.379,0.311,0.193,-96.18,-7.71,159.54,0.071,-0.055,0.054
'2021-05-09 23:16:23 610',-0.136,-1,-0.113,-0.391,0.312,0.203,-96.29,-7.92,159.39,0.089,0.099,-0.017
'2021-05-09 23:16:23 574',-0.136,-1.001,-0.113,-0.388,0.303,0.19,-96.24,-7.74,159.47,0.073,0.024,-0.029
'2021-05-09 23:16:23 519',-0.134,-0.998,-0.114,-0.389,0.305,0.196,-96.39,-7.88,159.29,0.089,0,0.191
'2021-05-09 23:16:23 460',-0.135,-0.999,-0.113,-0.394,0.311,0.2,-96.28,-8.01,159.32,0.12,0.037,0.051
'2021-05-09 23:16:23 440',-0.134,-1.003,-0.113,-0.389,0.308,0.2,-96.5,-7.63,159.18,0.069,0.022,0.097
'2021-05-09 23:16:23 369',-0.133,-1.001,-0.112,-0.388,0.299,0.193,-96.43,-7.71,159.26,0.067,0.022,0.101
'2021-05-09 23:16:23 347',-0.134,-1.003,-0.114,-0.389,0.314,0.198,-96.42,-7.52,159.22,0.049,0.01,0.068
'2021-05-09 23:16:23 344',-0.133,-1,-0.113,-0.388,0.306,0.203,-96.49,-7.6,159.3,0.049,0.011,-0.081
'2021-05-09 23:16:23 341',-0.135,-1,-0.111,-0.382,0.309,0.204,-96.44,-7.91,159.22,0.066,0.124,-0.004
'2021-05-09 23:16:23 337',-0.135,-1.003,-0.113,-0.388,0.312,0.203,-96.39,-8.04,159.35,0.091,0.032,0.11
'2021-05-09 23:16:23 290',-0.135,-1.003,-0.113,-0.391,0.303,0.201,-96.52,-7.55,159.16,0.028,0.079,-0.022
'2021-05-09 23:16:23 197',-0.133,-1.002,-0.114,-0.389,0.311,0.196,-96.41,-7.47,159.21,0.074,-0.021,0.01
'2021-05-09 23:16:23 194',-0.135,-1.002,-0.113,-0.392,0.305,0.204,-96.45,-7.73,159.36,0.129,0.08,-0.069
'2021-05-09 23:16:23 191',-0.135,-0.998,-0.111,-0.385,0.305,0.206,-96.41,-7.99,159.15,0.072,-0.06,-0.01
'2021-05-09 23:16:23 187',-0.135,-1.002,-0.113,-0.387,0.314,0.206,-96.4,-7.98,159.35,0.092,-0.018,0.057
'2021-05-09 23:16:22 906',-0.138,-1.003,-0.114,-0.388,0.311,0.198,-96.4,-7.82,159.59,0.136,0.074,0.062
'2021-05-09 23:16:22 800',-0.136,-1,-0.114,-0.385,0.311,0.203,-96.4,-7.57,159.65,0.11,0.044,0.031
'2021-05-09 23:16:22 756',-0.135,-1.002,-0.113,-0.389,0.309,0.203,-96.47,-7.79,159.52,0.05,-0.049,0.157
'2021-05-09 23:16:22 679',-0.137,-0.999,-0.113,-0.388,0.305,0.198,-96.44,-7.41,159.59,0.048,0.097,-0.034
'2021-05-09 23:16:22 650',-0.137,-1,-0.113,-0.388,0.308,0.201,-96.4,-7.53,159.68,0.12,0.058,0.062
'2021-05-09 23:16:22 591',-0.136,-1,-0.113,-0.392,0.308,0.196,-96.34,-7.59,159.46,0.072,0.06,-0.066
'2021-05-09 23:16:22 529',-0.136,-0.998,-0.112,-0.388,0.303,0.198,-96.39,-7.46,159.52,0.027,0.035,-0.032
'2021-05-09 23:16:22 493',-0.137,-1.003,-0.114,-0.392,0.309,0.198,-96.34,-7.85,159.39,0.093,-0.008,0.109
'2021-05-09 23:16:22 441',-0.137,-1.002,-0.113,-0.388,0.305,0.198,-96.35,-7.71,159.41,0.107,0.054,-0.049
'2021-05-09 23:16:22 383',-0.136,-1.002,-0.111,-0.387,0.306,0.2,-96.47,-7.7,159.4,0.025,-0.02,-0.013
'2021-05-09 23:16:22 343',-0.137,-1.004,-0.114,-0.385,0.314,0.192,-96.38,-7.76,159.4,0.101,0.041,0.051
'2021-05-09 23:16:22 280',-0.136,-1.002,-0.113,-0.388,0.308,0.203,-96.45,-7.66,159.53,0.07,0.026,0.045
'2021-05-09 23:16:22 233',-0.137,-1.003,-0.114,-0.387,0.308,0.201,-96.43,-7.74,159.47,0.078,0,0.003
'2021-05-09 23:16:22 189',-0.135,-1,-0.113,-0.386,0.308,0.192,-96.36,-7.68,159.42,0.024,0.047,0.056
'2021-05-09 23:16:22 130',-0.137,-1.002,-0.112,-0.385,0.309,0.201,-96.42,-7.62,159.57,0.103,0.099,0.003
'2021-05-09 23:16:22 073',-0.135,-1.003,-0.112,-0.387,0.303,0.195,-96.4,-7.53,159.35,0.074,0.041,0.031
'2021-05-09 23:16:22 039',-0.134,-1.001,-0.112,-0.389,0.309,0.192,-96.32,-7.65,159.28,0.038,-0.075,0.149
'2021-05-09 23:16:21 952',-0.135,-1.002,-0.112,-0.385,0.305,0.203,-96.59,-7.64,159.26,0.07,-0.062,-0.033
'2021-05-09 23:16:21 923',-0.135,-1.003,-0.112,-0.387,0.303,0.198,-96.42,-7.52,159.3,0.099,-0.011,0.003
'2021-05-09 23:16:21 872',-0.135,-1,-0.112,-0.382,0.304,0.203,-96.64,-7.62,159.66,0.015,0.031,0.038
'2021-05-09 23:16:21 802',-0.135,-1.002,-0.111,-0.382,0.307,0.204,-96.61,-7.69,159.41,0.04,-0.034,-0.023
'2021-05-09 23:16:21 745',-0.136,-1,-0.112,-0.388,0.306,0.196,-96.52,-7.68,159.69,0.059,0.101,0.063
'2021-05-09 23:16:21 722',-0.134,-1,-0.111,-0.388,0.308,0.2,-96.56,-7.58,159.72,0.06,0.097,-0.051
'2021-05-09 23:16:21 670',-0.134,-1.002,-0.113,-0.384,0.303,0.195,-96.45,-7.62,159.45,0.121,-0.002,0.064
'2021-05-09 23:16:21 595',-0.135,-1,-0.112,-0.385,0.315,0.193,-96.52,-7.65,159.59,0.028,0.034,0.025
'2021-05-09 23:16:21 556',-0.133,-1.005,-0.112,-0.387,0.312,0.2,-96.57,-7.61,159.43,0.055,-0.007,0.054
'2021-05-09 23:16:21 520',-0.133,-1.003,-0.113,-0.386,0.305,0.192,-96.54,-7.58,159.47,0.071,0.013,0.043
'2021-05-09 23:16:21 477',-0.134,-1.004,-0.113,-0.384,0.314,0.196,-96.49,-7.37,159.49,-0.014,0.142,0.029
'2021-05-09 23:16:21 406',-0.134,-1.002,-0.113,-0.389,0.315,0.2,-96.58,-7.58,159.47,0.043,0.004,0.142
'2021-05-09 23:16:21 347',-0.134,-1.002,-0.113,-0.388,0.305,0.198,-96.3,-7.38,159.6,0.093,0.048,-0.071
'2021-05-09 23:16:21 327',-0.134,-1.003,-0.113,-0.385,0.312,0.201,-96.38,-7.36,159.34,0.046,-0.015,0.012
'2021-05-09 23:16:21 257',-0.133,-0.999,-0.11,-0.384,0.309,0.196,-96.3,-7.68,159.46,0.041,0.018,-0.067
'2021-05-09 23:16:21 197',-0.134,-1,-0.112,-0.381,0.309,0.195,-96.3,-7.48,159.61,0.058,0.049,-0.044
'2021-05-09 23:16:21 119',-0.133,-1.001,-0.111,-0.388,0.305,0.196,-96.23,-7.93,159.45,0.052,0.016,0.118
'2021-05-09 23:16:21 107',-0.134,-0.998,-0.111,-0.388,0.312,0.196,-96.27,-7.81,159.48,-0.001,0.064,-0.046
'2021-05-09 23:16:21 044',-0.133,-1.003,-0.112,-0.392,0.308,0.198,-96.38,-7.71,159.45,0.12,-0.049,0.068
'2021-05-09 23:16:20 969',-0.133,-1.002,-0.111,-0.382,0.309,0.2,-96.21,-7.85,159.45,0.115,0.046,0.079
'2021-05-09 23:16:20 945',-0.133,-1.001,-0.111,-0.384,0.308,0.196,-96.39,-7.59,159.59,0.088,0.002,0.088
'2021-05-09 23:16:20 894',-0.132,-1.003,-0.11,-0.389,0.309,0.203,-96.45,-7.61,159.51,0.084,0.039,0.01
'2021-05-09 23:16:20 795',-0.134,-1.001,-0.112,-0.387,0.306,0.2,-96.42,-7.51,159.62,0.113,-0.01,0.053
'2021-05-09 23:16:10 873',-0.132,-1.002,-0.121,-0.392,0.312,0.196,-96.6,-7.38,159.83,0.037,0.03,-0.057
'2021-05-09 23:16:10 769',-0.129,-0.999,-0.122,-0.392,0.309,0.192,-96.7,-7.46,159.72,0.095,0.076,0.02
'2021-05-09 23:16:10 723',-0.131,-1.001,-0.122,-0.392,0.314,0.195,-96.54,-7.48,159.82,0.116,0.031,-0.006
'2021-05-09 23:16:10 655',-0.13,-0.998,-0.122,-0.392,0.314,0.2,-96.69,-7.57,159.57,0.14,0.005,0.024
'2021-05-09 23:16:10 619',-0.13,-0.998,-0.122,-0.391,0.309,0.195,-96.74,-7.51,159.59,0.058,0.003,0.021
'2021-05-09 23:16:10 560',-0.128,-1.003,-0.125,-0.389,0.305,0.198,-96.79,-7.43,159.58,0.141,0.002,0.145
'2021-05-09 23:16:10 505',-0.13,-1.001,-0.123,-0.391,0.312,0.2,-96.76,-7.59,159.58,0.103,-0.023,0.062
'2021-05-09 23:16:10 449',-0.129,-1.004,-0.124,-0.389,0.308,0.198,-96.87,-7.11,159.52,0.064,0.096,0.009
'2021-05-09 23:16:10 410',-0.128,-1.002,-0.124,-0.388,0.311,0.195,-96.88,-7.21,159.58,0.099,0.018,0.05
'2021-05-09 23:16:10 347',-0.13,-1.001,-0.123,-0.391,0.302,0.203,-96.9,-7.01,159.58,0.098,0.006,0.055
'2021-05-09 23:16:10 299',-0.131,-1.002,-0.123,-0.389,0.309,0.195,-96.85,-7.13,159.42,0.07,-0.041,0.079
'2021-05-09 23:16:10 249',-0.129,-0.998,-0.122,-0.392,0.314,0.2,-96.85,-6.84,159.67,0.089,-0.043,-0.079
'2021-05-09 23:16:10 197',-0.129,-1,-0.123,-0.391,0.302,0.204,-96.91,-6.93,159.63,0.091,0.051,0.048
'2021-05-09 23:16:10 156',-0.128,-1.003,-0.122,-0.395,0.312,0.198,-96.87,-6.92,159.66,0.092,0.054,0.044
'2021-05-09 23:16:10 099',-0.129,-0.997,-0.122,-0.394,0.311,0.193,-96.88,-6.91,159.77,0.049,-0.02,0.057
'2021-05-09 23:16:10 041',-0.127,-1.004,-0.123,-0.394,0.309,0.203,-97.01,-6.77,159.76,0.074,-0.001,-0.013
'2021-05-09 23:16:10 006',-0.127,-1.004,-0.123,-0.401,0.311,0.198,-96.91,-6.88,159.59,0.108,-0.047,0.04
'2021-05-09 23:16:09 949',-0.129,-1.001,-0.123,-0.389,0.306,0.2,-96.99,-6.89,159.79,0.113,-0.009,-0.06
'2021-05-09 23:16:09 891',-0.125,-1.005,-0.121,-0.392,0.306,0.201,-97.01,-6.76,159.83,0.047,0.084,-0.057
'2021-05-09 23:16:09 857',-0.128,-1,-0.123,-0.394,0.305,0.195,-97.03,-6.97,159.82,0.051,0.048,-0.023
'2021-05-09 23:16:09 853',-0.127,-1.002,-0.125,-0.394,0.303,0.193,-96.98,-7.14,159.77,0.07,-0.036,0
'2021-05-09 23:16:09 799',-0.129,-1.001,-0.123,-0.392,0.305,0.198,-97.03,-6.94,159.86,0.065,0.033,0.002
'2021-05-09 23:16:09 707',-0.128,-0.999,-0.123,-0.392,0.302,0.195,-97.03,-7.02,159.76,0.032,0.026,-0.048
'2021-05-09 23:16:09 703',-0.128,-1.005,-0.125,-0.395,0.301,0.203,-97.01,-7.17,159.79,0.102,0.021,-0.003
'2021-05-09 23:16:09 637',-0.128,-1.004,-0.126,-0.392,0.306,0.2,-97.09,-7.26,159.82,0.098,0.005,-0.041
'2021-05-09 23:16:09 559',-0.125,-1.002,-0.124,-0.396,0.305,0.2,-97.06,-7.39,159.83,0.001,0.03,0.036
'2021-05-09 23:16:09 487',-0.127,-1.006,-0.125,-0.391,0.303,0.2,-97.13,-7.35,159.85,0,-0.002,0.101
'2021-05-09 23:16:09 466',-0.125,-1.001,-0.125,-0.395,0.306,0.201,-97.06,-7.36,159.74,0.118,0.035,0.102
'2021-05-09 23:16:09 409',-0.125,-1.002,-0.124,-0.398,0.305,0.2,-96.98,-7.41,159.82,0.089,0.029,0.065
'2021-05-09 23:16:09 380',-0.124,-1.002,-0.125,-0.394,0.308,0.203,-97.08,-7.21,159.86,0.093,0.009,0.154
'2021-05-09 23:16:09 316',-0.127,-0.998,-0.125,-0.389,0.308,0.2,-97.12,-7.34,159.67,0.01,-0.046,0.019
'2021-05-09 23:16:09 277',-0.124,-1.003,-0.127,-0.398,0.306,0.201,-97.17,-6.96,159.92,0.112,0.007,0.097
'2021-05-09 23:16:09 230',-0.124,-1.002,-0.126,-0.395,0.309,0.2,-97.09,-7.06,159.89,0.101,-0.096,0.106
'2021-05-09 23:16:09 168',-0.126,-1.005,-0.127,-0.399,0.306,0.198,-97.2,-6.64,159.92,-0.008,-0.01,-0.04
'2021-05-09 23:16:09 127',-0.126,-1.003,-0.128,-0.398,0.314,0.198,-97.23,-6.86,159.93,0.084,0.028,0.094
'2021-05-09 23:16:09 040',-0.122,-0.999,-0.13,-0.391,0.311,0.192,-97.15,-6.49,159.78,0.129,0.124,-0.062
'2021-05-09 23:16:09 018',-0.123,-1.001,-0.128,-0.396,0.303,0.2,-97.12,-6.67,159.95,0.112,0.022,0.067
'2021-05-09 23:16:08 942',-0.121,-0.999,-0.131,-0.392,0.309,0.203,-97.36,-6.78,159.44,0.041,-0.109,0.056
'2021-05-09 23:16:08 890',-0.122,-0.998,-0.13,-0.395,0.311,0.195,-97.24,-6.59,159.6,0.128,0.134,-0.069
'2021-05-09 23:16:08 835',-0.121,-1.005,-0.133,-0.388,0.308,0.204,-97.34,-6.63,159.5,0.164,0.008,0.117
'2021-05-09 23:16:08 792',-0.123,-1.003,-0.131,-0.392,0.311,0.201,-97.33,-6.71,159.59,0.08,0.023,0.051
'2021-05-09 23:16:08 739',-0.123,-1.004,-0.133,-0.398,0.308,0.203,-97.35,-6.52,159.53,0.056,0.042,0.016
'2021-05-09 23:16:08 685',-0.121,-1.004,-0.133,-0.388,0.311,0.203,-97.43,-6.48,159.53,0.045,0.057,0.019
'2021-05-09 23:16:08 630',-0.121,-0.999,-0.136,-0.392,0.304,0.203,-97.37,-6.71,159.6,0.132,-0.042,0.03
'2021-05-09 23:16:08 589',-0.123,-1,-0.135,-0.398,0.304,0.206,-97.33,-6.66,159.41,0.11,-0.036,-0.102
'2021-05-09 23:16:08 536',-0.121,-0.997,-0.137,-0.395,0.302,0.195,-97.38,-6.79,159.7,0.105,0.022,-0.085
'2021-05-09 23:16:08 480',-0.12,-0.999,-0.137,-0.395,0.306,0.203,-97.41,-6.67,159.68,0.08,-0.005,-0.029
'2021-05-09 23:16:08 433',-0.119,-1.003,-0.138,-0.399,0.312,0.197,-97.46,-6.82,159.48,0.098,0.065,-0.006
'2021-05-09 23:16:08 386',-0.118,-0.998,-0.138,-0.399,0.298,0.2,-97.43,-6.94,159.66,0.102,0.032,0.084
'2021-05-09 23:16:08 340',-0.116,-1.005,-0.138,-0.397,0.306,0.201,-97.65,-6.89,159.19,-0.003,-0.008,0.179
'2021-05-09 23:16:08 283',-0.119,-1.003,-0.138,-0.392,0.303,0.196,-97.52,-6.91,159.34,0.079,-0.021,-0.004
'2021-05-09 23:16:08 225',-0.119,-1.002,-0.142,-0.389,0.296,0.206,-97.44,-6.6,159.16,0.103,0.016,0.099
'2021-05-09 23:16:08 190',-0.117,-1.004,-0.137,-0.394,0.301,0.209,-97.58,-6.74,159.14,0.011,0.022,0.088
'2021-05-09 23:16:08 126',-0.118,-1,-0.144,-0.396,0.306,0.2,-97.53,-6.3,159.25,0.135,-0.053,0.045
'2021-05-09 23:16:08 075',-0.119,-1.001,-0.143,-0.392,0.299,0.206,-97.4,-6.49,159.17,0.187,-0.067,0.11
'2021-05-09 23:16:08 008',-0.12,-1.004,-0.144,-0.396,0.306,0.196,-97.39,-6.49,159.38,0.118,-0.031,0.046
'2021-05-09 23:16:07 976',-0.121,-0.997,-0.143,-0.402,0.308,0.208,-97.58,-6.34,159.29,0.001,-0.048,-0.084
'2021-05-09 23:16:07 912',-0.117,-1.004,-0.144,-0.401,0.305,0.195,-97.41,-6.53,159.42,0.119,-0.112,-0.1
'2021-05-09 23:16:07 858',-0.119,-1.005,-0.144,-0.398,0.305,0.196,-97.42,-6.44,159.36,0.068,-0.07,0.007
'2021-05-09 23:16:07 795',-0.118,-1.003,-0.14,-0.399,0.302,0.203,-97.46,-6.72,159.71,-0.007,-0.03,-0.052
'2021-05-09 23:16:07 762',-0.118,-1.004,-0.144,-0.398,0.303,0.2,-97.48,-6.68,159.49,0.119,-0.06,0.019
'2021-05-09 23:16:07 699',-0.119,-1,-0.143,-0.401,0.301,0.204,-97.31,-6.82,159.71,0.147,0.03,-0.016
'2021-05-09 23:16:07 645',-0.12,-1,-0.142,-0.397,0.303,0.201,-97.31,-6.81,159.78,0.137,0.004,0.001
'2021-05-09 23:16:07 601',-0.123,-0.996,-0.138,-0.398,0.3,0.196,-97.23,-7.21,159.61,0.077,-0.111,-0.049
'2021-05-09 23:16:07 549',-0.119,-0.997,-0.142,-0.398,0.303,0.2,-97.32,-6.88,159.71,0.156,0.031,-0.024
'2021-05-09 23:16:07 487',-0.126,-1.002,-0.134,-0.402,0.305,0.201,-97.13,-7.52,159.54,0.105,-0.097,0.037
'2021-05-09 23:16:07 451',-0.123,-0.998,-0.137,-0.404,0.303,0.193,-97.23,-7.32,159.72,0.002,0.013,-0.023
'2021-05-09 23:16:07 386',-0.126,-1.003,-0.128,-0.402,0.299,0.2,-97.09,-7.44,159.92,0.01,-0.092,0.18
'2021-05-09 23:16:07 337',-0.127,-1.002,-0.133,-0.401,0.304,0.206,-97.17,-7.53,159.63,0.069,-0.087,0.051
'2021-05-09 23:16:07 281',-0.131,-1,-0.121,-0.411,0.309,0.195,-96.59,-7.24,160.1,0.06,0.003,0.047
'2021-05-09 23:16:07 236',-0.128,-1.002,-0.124,-0.405,0.305,0.193,-96.89,-7.16,160.11,-0.046,-0.041,-0.023
'2021-05-09 23:16:07 172',-0.136,-0.998,-0.118,-0.402,0.315,0.203,-96.45,-7.18,160.09,0.029,0.179,-0.094
'2021-05-09 23:16:07 131',-0.132,-1,-0.12,-0.408,0.309,0.195,-96.58,-7.2,160.07,0.014,-0.073,0.082
'2021-05-09 23:16:07 078',-0.141,-1,-0.112,-0.394,0.309,0.201,-96.04,-7.65,159.74,0,0.155,-0.064
'2021-05-09 23:16:07 022',-0.137,-0.995,-0.117,-0.404,0.308,0.205,-96.33,-7.29,159.95,0.037,0.098,-0.142
'2021-05-09 23:16:06 979',-0.143,-1.007,-0.107,-0.402,0.311,0.19,-95.29,-7.66,159.41,0.001,0.179,-0.059
'2021-05-09 23:16:06 928',-0.139,-1.004,-0.112,-0.396,0.315,0.197,-95.86,-7.74,159.64,0.013,0.097,0.01
'2021-05-09 23:16:06 875',-0.147,-1.008,-0.109,-0.398,0.314,0.197,-94.95,-7.95,159.03,0.103,-0.026,0.053
'2021-05-09 23:16:06 829',-0.145,-1.006,-0.108,-0.392,0.309,0.188,-95.14,-7.76,159.16,0.069,0.083,-0.103
'2021-05-09 23:16:06 774',-0.143,-0.999,-0.115,-0.401,0.309,0.203,-95.22,-7.78,159.37,0.205,-0.202,0.082
'2021-05-09 23:16:06 725',-0.146,-1.005,-0.109,-0.396,0.309,0.2,-94.88,-7.88,159.06,0.235,0.024,-0.009
'2021-05-09 23:16:06 668',-0.151,-0.999,-0.103,-0.399,0.311,0.193,-95.13,-7.65,159.24,0.068,0.223,-0.289
'2021-05-09 23:16:06 624',-0.146,-1.002,-0.108,-0.402,0.312,0.198,-95.24,-7.63,159.67,0.075,0.184,0.05
'2021-05-09 23:16:06 571',-0.151,-1.002,-0.087,-0.399,0.32,0.2,-94.23,-8.57,158.64,-0.066,-0.004,0.076
'2021-05-09 23:16:06 518',-0.154,-0.993,-0.091,-0.396,0.314,0.197,-94.79,-8.33,158.84,-0.141,0.124,-0.147
'2021-05-09 23:16:06 474',-0.147,-0.999,-0.082,-0.394,0.315,0.192,-93.83,-8.26,158.86,0.226,-0.042,0.046
'2021-05-09 23:16:06 421',-0.15,-1.003,-0.085,-0.396,0.315,0.2,-93.98,-8.5,158.67,0.018,-0.04,0.129
'2021-05-09 23:16:06 379',-0.137,-0.994,-0.079,-0.399,0.309,0.2,-94.41,-8.15,159.53,0.298,-0.176,0
'2021-05-09 23:16:06 324',-0.143,-1.001,-0.082,-0.395,0.314,0.201,-93.96,-8.22,158.92,0.324,-0.136,0.084
'2021-05-09 23:16:06 260',-0.136,-1.005,-0.043,-0.401,0.312,0.192,-94.31,-8.31,159.99,-0.321,0.226,0.212
'2021-05-09 23:16:06 229',-0.136,-0.994,-0.07,-0.399,0.306,0.201,-94.68,-8.18,159.84,0.109,-0.105,-0.017
'2021-05-09 23:16:06 162',-0.133,-1,-0.021,-0.394,0.324,0.2,-93.4,-7.71,159.27,-0.306,0.283,0.05
'2021-05-09 23:16:06 110',-0.135,-1,-0.033,-0.401,0.315,0.198,-93.96,-8.15,159.8,-0.258,0.449,0.199
'2021-05-09 23:16:06 057',-0.161,-1.007,-0.021,-0.388,0.318,0.182,-92.49,-7.69,157.37,-0.157,-0.318,0.198
'2021-05-09 23:16:06 012',-0.133,-0.995,-0.021,-0.391,0.324,0.195,-93.05,-7.69,159.1,-0.19,0.537,0.021
'2021-05-09 23:16:05 950',-0.135,-1.013,-0.05,-0.388,0.325,0.181,-92.07,-6.96,158.16,0.106,-0.207,-0.052
'2021-05-09 23:16:05 907',-0.132,-1.012,-0.046,-0.391,0.327,0.179,-92.44,-7.31,157.71,-0.247,-0.214,0.22
'2021-05-09 23:16:05 850',-0.157,-0.99,-0.056,-0.392,0.326,0.193,-92.23,-7.52,158.67,0.473,0.125,-0.199
'2021-05-09 23:16:05 849',-0.173,-0.979,-0.054,-0.375,0.32,0.192,-94.31,-7.25,158.09,0.442,0.471,-0.311
'2021-05-09 23:16:05 848',-0.199,-0.982,-0.02,-0.367,0.327,0.18,-94.11,-9.81,156.41,-1.343,0.443,-0.752
